accession	complete	completeSingle	completeDuplicated	fragmented	missing	total	lineageDb	score	kingdom	phylum	class	order	family	genus	species	name	count_tyrosinases
UP000570016	6675	6650	25	489	1174	8338	aves_odb10	85	Metazoa	Chordata	Aves	Eurypygiformes	Rhynochetidae	Rhynochetos		Rhynochetos jubatus (kagu)	2.0
UP000694562	7953	5424	2529	119	266	8338	aves_odb10	96	Metazoa	Chordata	Aves	Falconiformes	Falconidae	Falco		Falco tinnunculus (Common kestrel)	4.0
UP000555649	6691	6670	21	489	1158	8338	aves_odb10	86	Metazoa	Chordata	Aves	Falconiformes	Falconidae	Herpetotheres		Herpetotheres cachinnans (Laughing falcon) (Falco cachinnans)	3.0
UP000534107	6470	6445	25	519	1349	8338	aves_odb10	83	Metazoa	Chordata	Aves	Galbuliformes	Bucconidae	Bucco		Bucco capensis (collared puffbird)	3.0
UP000566440	6718	6691	27	480	1140	8338	aves_odb10	86	Metazoa	Chordata	Aves	Galbuliformes	Galbulidae	Galbula		Galbula dea	3.0
UP000613066	6796	6768	28	404	1138	8338	aves_odb10	86	Metazoa	Chordata	Aves	Galliformes	Cracidae	Penelope		Penelope pileata	3.0
UP000562322	6363	6335	28	558	1417	8338	aves_odb10	83	Metazoa	Chordata	Aves	Galliformes	Megapodiidae	Alectura		Alectura lathami (Australian brush turkey)	3.0
UP000198323	6770	6680	90	642	926	8338	aves_odb10	88	Metazoa	Chordata	Aves	Galliformes	Odontophoridae	Callipepla		Callipepla squamata (Scaled quail)	3.0
UP000522663	6769	6741	28	407	1162	8338	aves_odb10	86	Metazoa	Chordata	Aves	Galliformes	Odontophoridae	Odontophorus		Odontophorus gujanensis (marbled wood quail)	3.0
UP000694543	6748	5156	1592	259	1331	8338	aves_odb10	84	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Chrysolophus		Chrysolophus pictus (Golden pheasant) (Phasianus pictus)	3.0
UP000694412	7950	5262	2688	143	245	8338	aves_odb10	97	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Coturnix		Coturnix japonica (Japanese quail) (Coturnix coturnix japonica)	4.0
UP000000539	8193	2562	5631	43	102	8338	aves_odb10	98	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Gallus		Gallus gallus (Chicken)	9.0
UP000001645	7296	4643	2653	436	606	8338	aves_odb10	92	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Meleagris		Meleagris gallopavo (Wild turkey)	3.0
UP000694428	5915	4040	1875	805	1618	8338	aves_odb10	80	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Pavo		Pavo cristatus (Indian peafowl) (Blue peafowl)	5.0
UP000472261	7862	5594	2268	167	309	8338	aves_odb10	96	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Phasianus		Phasianus colchicus (Common pheasant)	3.0
UP000567570	6679	6648	31	488	1171	8338	aves_odb10	85	Metazoa	Chordata	Aves	Gruiformes	Aramidae	Aramus		Aramus guarauna (Limpkin) (Scolopax guarauna)	3.0
UP000640762	6069	6037	32	682	1587	8338	aves_odb10	80	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Grus		Grus americana (Whooping crane)	2.0
UP000590868	6506	6472	34	506	1326	8338	aves_odb10	84	Metazoa	Chordata	Aves	Gruiformes	Heliornithidae	Heliornis		Heliornis fulica (sungrebe)	3.0
UP000560386	6629	6601	28	488	1221	8338	aves_odb10	85	Metazoa	Chordata	Aves	Gruiformes	Otididae	Ardeotis		Ardeotis kori	3.0
UP000533896	6672	6647	25	486	1180	8338	aves_odb10	85	Metazoa	Chordata	Aves	Gruiformes	Otididae	Lophotis		Lophotis ruficrista	3.0
UP000587472	6641	6619	22	498	1199	8338	aves_odb10	85	Metazoa	Chordata	Aves	Gruiformes	Psophiidae	Psophia		Psophia crepitans (common trumpeter)	3.0
UP000557426	6058	6028	30	705	1575	8338	aves_odb10	81	Metazoa	Chordata	Aves	Gruiformes	Rallidae	Zapornia		Zapornia atra	2.0
UP000526942	6627	6602	25	496	1215	8338	aves_odb10	85	Metazoa	Chordata	Aves	Musophagiformes	Musophagidae	Corythaixoides		Corythaixoides concolor (Grey go-away-bird)	3.0
UP000557196	8054	8029	25	641	2149	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes		Aleadryas		Aleadryas rufinucha (rufous-naped whistler)	3.0
UP000557315	8230	8210	20	555	2059	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes		Daphoenositta		Daphoenositta chrysoptera (varied sittella)	3.0
UP000540150	8425	8405	20	536	1883	10844	passeriformes_odb10	82	Metazoa	Chordata	Aves	Passeriformes		Eulacestoma		Eulacestoma nigropectus (wattled ploughbill)	3.0
UP000534626	8334	8313	21	568	1942	10844	passeriformes_odb10	82	Metazoa	Chordata	Aves	Passeriformes		Falcunculus		Falcunculus frontatus (Eastern shriketit)	3.0
UP000570547	7777	7754	23	602	2465	10844	passeriformes_odb10	77	Metazoa	Chordata	Aves	Passeriformes		Pachycephala		Pachycephala philippinensis (yellow-belllied whistler)	2.0
UP000584415	8223	8192	31	552	2069	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes		Platysteira		Platysteira castanea	3.0
UP000564948	8342	8316	26	536	1966	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes		Rhagologus		Rhagologus leucostigma	3.0
UP000586926	7691	7670	21	704	2449	10844	passeriformes_odb10	77	Metazoa	Chordata	Aves	Passeriformes	Acanthizidae	Mohoua		Mohoua ochrocephala	3.0
UP000571324	8249	8229	20	561	2034	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Acanthizidae	Origma		Origma solitaria	3.0
UP000628412	7495	7468	27	674	2675	10844	passeriformes_odb10	75	Metazoa	Chordata	Aves	Passeriformes	Aegithalidae	Aegithalos		Aegithalos caudatus (Long-tailed tit) (Acredula caudata)	2.0
UP000571582	7835	7786	49	661	2348	10844	passeriformes_odb10	78	Metazoa	Chordata	Aves	Passeriformes	Alaudidae	Alaudala		Alaudala cheleensis (Asian short-toed lark)	3.0
UP000579941	8310	8282	28	548	1986	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Artamidae	Gymnorhina		Gymnorhina tibicen (Australian magpie) (Cracticus tibicen)	3.0
UP000532545	8009	7985	24	584	2251	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Bombycillidae	Bombycilla		Bombycilla garrulus (Bohemian waxwing) (Lanius garrulus)	3.0
UP000579685	7953	7931	22	639	2252	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Bombycillidae	Phainopepla		Phainopepla nitens (Phainopepla)	3.0
UP000576729	8021	8002	19	736	2087	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Callaeidae	Callaeas		Callaeas wilsoni (North Island kokako)	3.0
UP000526889	7978	7955	23	571	2295	10844	passeriformes_odb10	78	Metazoa	Chordata	Aves	Passeriformes	Campephagidae	Edolisoma		Edolisoma coerulescens	3.0
UP000583740	7946	7922	24	635	2263	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Cardinalidae	Cardinalis		Cardinalis cardinalis (Northern cardinal)	2.0
UP000536092	8222	8196	26	551	2071	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Certhiidae	Certhia		Certhia brachydactyla (short-toed tree-creeper)	3.0
UP000573697	8098	8075	23	573	2173	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Certhiidae	Polioptila		Polioptila caerulea (Blue-grey gnatcatcher)	3.0
UP000558509	7917	7889	28	603	2324	10844	passeriformes_odb10	78	Metazoa	Chordata	Aves	Passeriformes	Certhiidae	Thryothorus		Thryothorus ludovicianus (Carolina wren)	3.0
UP000542689	8148	8125	23	623	2073	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Cinclosomatidae	Ifrita		Ifrita kowaldi (blue-capped ifrita)	3.0
UP000547721	7919	7887	32	605	2320	10844	passeriformes_odb10	78	Metazoa	Chordata	Aves	Passeriformes	Cinclosomatidae	Ptilorrhoa		Ptilorrhoa leucosticta	3.0
UP000546986	7988	7975	13	572	2284	10844	passeriformes_odb10	78	Metazoa	Chordata	Aves	Passeriformes	Cisticolidae	Cisticola		Cisticola juncidis	3.0
UP000580879	8170	8146	24	598	2076	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Climacteridae	Climacteris		Climacteris rufus (rufous treecreeper)	3.0
UP000548317	8331	8311	20	544	1969	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Corcoracidae	Struthidea		Struthidea cinerea	3.0
UP000575874	8448	8419	29	548	1848	10844	passeriformes_odb10	82	Metazoa	Chordata	Aves	Passeriformes	Corvidae	Aphelocoma		Aphelocoma coerulescens (Florida scrub-jay) (Corvus coerulescens)	3.0
UP000517678	8266	8241	25	547	2031	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Corvidae	Cnemophilus		Cnemophilus loriae (Loria's bird-of-paradise)	3.0
UP000603793	8279	8254	25	547	2018	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Corvidae	Corvus		Corvus moneduloides (New Caledonian crow)	3.0
UP000534407	8207	8185	22	575	2062	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Corvidae	Oriolus		Oriolus oriolus (Eurasian golden oriole) (Coracias oriolus)	3.0
UP000543364	7992	7968	24	637	2215	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Cotingidae	Cephalopterus		Cephalopterus ornatus (Amazonian umbrellabird)	3.0
UP000564466	8375	8355	20	530	1939	10844	passeriformes_odb10	82	Metazoa	Chordata	Aves	Passeriformes	Cotingidae	Oxyruncus		Oxyruncus cristatus (sharpbill)	3.0
UP000521322	8373	8349	24	513	1958	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Dasyornithidae	Dasyornis		Dasyornis broadbenti (rufous bristle-bird)	3.0
UP000614027	8286	8260	26	532	2026	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Dendrocolaptidae	Campylorhamphus		Campylorhamphus procurvoides	3.0
UP000523279	8101	8077	24	513	2230	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Dicaeidae	Dicaeum		Dicaeum eximium	3.0
UP000537234	8366	8341	25	519	1959	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Dicruridae	Dicrurus		Dicrurus megarhynchus	3.0
UP000532437	7758	7712	46	705	2381	10844	passeriformes_odb10	78	Metazoa	Chordata	Aves	Passeriformes	Dicruridae	Erythrocercus		Erythrocercus mccallii	3.0
UP000574967	8260	8237	23	552	2032	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Dicruridae	Machaerirhynchus		Machaerirhynchus nigripectus	3.0
UP000623542	8001	7942	59	569	2274	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Elachuridae	Elachura		Elachura formosa (spotted wren-babbler)	3.0
UP000197619	9592	9545	47	396	856	10844	passeriformes_odb10	92	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	Lonchura	Lonchura striata	Lonchura striata domestica (Bengalese finch)	3.0
UP000007754	10303	5351	4952	107	434	10844	passeriformes_odb10	95	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	Taeniopygia		Taeniopygia guttata (Zebra finch) (Poephila guttata)	3.0
UP000634236	8225	8165	60	617	2002	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	Vidua		Vidua chalybeata (Village indigobird)	3.0
UP000553648	8311	8285	26	513	2020	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Eurylaimidae	Serilophus		Serilophus lunatus (silver-breasted broadbill)	3.0
UP000567624	8122	8096	26	529	2193	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Eurylaimidae	Smithornis		Smithornis capensis	3.0
UP000520463	7941	7918	23	573	2330	10844	passeriformes_odb10	78	Metazoa	Chordata	Aves	Passeriformes	Formicariidae	Formicarius		Formicarius rufipectus	3.0
UP000591535	8127	8098	29	564	2153	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Formicariidae	Grallaria		Grallaria varia (variegated antpitta)	3.0
UP000603627	7870	7842	28	612	2362	10844	passeriformes_odb10	78	Metazoa	Chordata	Aves	Passeriformes	Fringillidae	Calcarius		Calcarius ornatus (Chestnut-collared longspur)	3.0
UP000580681	7591	7565	26	635	2618	10844	passeriformes_odb10	75	Metazoa	Chordata	Aves	Passeriformes	Fringillidae	Emberiza		Emberiza fucata	3.0
UP000564784	8393	8367	26	545	1906	10844	passeriformes_odb10	82	Metazoa	Chordata	Aves	Passeriformes	Fringillidae	Loxia		Loxia curvirostra (Red crossbill)	3.0
UP000629713	7535	7516	19	755	2554	10844	passeriformes_odb10	76	Metazoa	Chordata	Aves	Passeriformes	Fringillidae	Peucedramus		Peucedramus taeniatus (Olive warbler)	3.0
UP000694409	9980	6904	3076	238	626	10844	passeriformes_odb10	94	Metazoa	Chordata	Aves	Passeriformes	Fringillidae	Serinus		Serinus canaria (Island canary) (Fringilla canaria)	3.0
UP000524542	8211	8189	22	546	2087	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Fringillidae	Urocynchramus		Urocynchramus pylzowi	3.0
UP000529852	8041	8017	24	537	2266	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Furnariidae	Furnarius		Furnarius figulus	3.0
UP000588334	8298	8269	29	525	2021	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Furnariidae	Sclerurus		Sclerurus mexicanus (tawny-throated leaftosser)	3.0
UP000585317	8201	8174	27	615	2028	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Hirundinidae	Hirundo		Hirundo rustica (Barn swallow)	3.0
UP000269221	8403	8288	115	660	1781	10844	passeriformes_odb10	83	Metazoa	Chordata	Aves	Passeriformes	Hirundinidae	Hirundo	Hirundo rustica	Hirundo rustica rustica	3.0
UP000553862	8382	8327	55	558	1904	10844	passeriformes_odb10	82	Metazoa	Chordata	Aves	Passeriformes	Icteridae	Molothrus		Molothrus ater (Brown-headed cowbird)	3.0
UP000552319	7471	7440	31	848	2525	10844	passeriformes_odb10	76	Metazoa	Chordata	Aves	Passeriformes	Icteridae	Quiscalus		Quiscalus mexicanus (Great-tailed grackle) (Cassidix mexicanus)	3.0
UP000640999	7762	7732	30	641	2441	10844	passeriformes_odb10	77	Metazoa	Chordata	Aves	Passeriformes	Irenidae	Chloropsis		Chloropsis hardwickii	3.0
UP000530962	8103	8067	36	596	2145	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Irenidae	Irena		Irena cyanogastra (Philippine fairy-bluebird)	3.0
UP000547499	8089	8062	27	584	2171	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Laniidae	Lanius		Lanius ludovicianus (Loggerhead shrike)	3.0
UP000572057	8171	8150	21	544	2129	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Locustellidae	Locustella		Locustella ochotensis (Middendorff's grasshopper-warbler)	3.0
UP000564407	8069	8050	19	602	2173	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Maluridae	Malurus		Malurus elegans (Red-winged fairywren)	3.0
UP000694560	9013	6937	2076	438	1393	10844	passeriformes_odb10	87	Metazoa	Chordata	Aves	Passeriformes	Maluridae	Malurus	Malurus cyaneus	Malurus cyaneus samueli	2.0
UP000538725	8247	8226	21	577	2020	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Melanocharitidae	Melanocharis		Melanocharis versteri (Fan-tailed berrypecker)	3.0
UP000575029	8219	8199	20	547	2078	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Meliphagidae	Grantiella		Grantiella picta	3.0
UP000658642	8103	8083	20	675	2066	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Menuridae	Atrichornis		Atrichornis clamosus	3.0
UP000660704	8034	8006	28	624	2186	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Mimidae	Donacobius		Donacobius atricapilla	3.0
UP000523146	8194	8164	30	577	2073	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Mimidae	Toxostoma		Toxostoma redivivum (California thrasher)	3.0
UP000534930	8173	8142	31	577	2094	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Monarchidae	Myiagra		Myiagra hebetior	3.0
UP000532252	7979	7946	33	591	2274	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Motacillidae	Motacilla		Motacilla alba (White wagtail) (Pied wagtail)	3.0
UP000631545	8025	8003	22	614	2205	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Muscicapidae	Cercotrichas		Tychaedon coryphoeus (Karoo scrub-robin) (Erythropygia coryphaeus)	3.0
UP000659062	8245	8220	25	567	2032	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Muscicapidae	Copsychus		Copsychus sechellarum	3.0
UP000016665	10048	5556	4492	219	577	10844	passeriformes_odb10	94	Metazoa	Chordata	Aves	Passeriformes	Muscicapidae	Ficedula		Ficedula albicollis (Collared flycatcher) (Muscicapa albicollis)	3.0
UP000565754	7845	7825	20	597	2402	10844	passeriformes_odb10	77	Metazoa	Chordata	Aves	Passeriformes	Muscicapidae	Oenanthe		Oenanthe oenanthe (Northern wheatear)	3.0
UP000558164	7934	7911	23	572	2338	10844	passeriformes_odb10	78	Metazoa	Chordata	Aves	Passeriformes	Nectariniidae	Leptocoma		Leptocoma aspasia	3.0
UP000587587	8222	8199	23	592	2030	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Nectariniidae	Promerops		Promerops cafer (Cape sugarbird)	3.0
UP000579558	7654	7630	24	747	2443	10844	passeriformes_odb10	77	Metazoa	Chordata	Aves	Passeriformes	Notiomystidae	Notiomystis		Notiomystis cincta	2.0
UP000526602	8370	8350	20	506	1968	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Orthonychidae	Orthonyx		Orthonyx spaldingii (Chowchilla)	3.0
UP000542358	8213	8198	15	594	2037	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Paramythiidae	Oreocharis		Oreocharis arfaki (tit berrypecker)	3.0
UP000570592	7885	7861	24	624	2335	10844	passeriformes_odb10	78	Metazoa	Chordata	Aves	Passeriformes	Pardalotidae	Pardalotus		Pardalotus punctatus (spotted pardalote)	3.0
UP000694410	9948	5787	4161	269	627	10844	passeriformes_odb10	94	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes		Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	3.0
UP000540071	8415	8395	20	550	1879	10844	passeriformes_odb10	82	Metazoa	Chordata	Aves	Passeriformes	Paridae	Poecile		Poecile atricapillus (Black-capped chickadee) (Parus atricapillus)	3.0
UP000550059	8029	8007	22	622	2193	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Parulidae	Setophaga		Setophaga kirtlandii (Kirtland's warbler) (Dendroica kirtlandii)	3.0
UP000694408	9482	6460	3022	216	1146	10844	passeriformes_odb10	89	Metazoa	Chordata	Aves	Passeriformes	Passerellidae	Junco		Junco hyemalis (Dark-eyed junco)	2.0
UP000560247	7943	7890	53	559	2342	10844	passeriformes_odb10	78	Metazoa	Chordata	Aves	Passeriformes	Passerellidae	Melospiza		Melospiza melodia (Song sparrow) (Fringilla melodia)	3.0
UP000694413	9452	6216	3236	343	1049	10844	passeriformes_odb10	90	Metazoa	Chordata	Aves	Passeriformes	Passerellidae	Zonotrichia		Zonotrichia albicollis (White-throated sparrow)	4.0
UP000276834	8327	8169	158	533	1984	10844	passeriformes_odb10	81	Metazoa	Chordata	Aves	Passeriformes	Passeridae	Chloebia		Chloebia gouldiae (Gouldian finch) (Erythrura gouldiae)	2.0
UP000525319	7572	7535	37	650	2622	10844	passeriformes_odb10	75	Metazoa	Chordata	Aves	Passeriformes	Petroicidae	Drymodes		Drymodes brunneopygia	3.0
UP000587697	7960	7936	24	615	2269	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Phylloscopidae	Rhadina		Rhadina sibilatrix	3.0
UP000504624	10702	5527	5175	68	74	10844	passeriformes_odb10	99	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Lepidothrix		Lepidothrix coronata (blue-crowned manakin)	3.0
UP000053258	7723	7688	35	514	2607	10844	passeriformes_odb10	75	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Manacus		Manacus vitellinus (golden-collared manakin)	2.0
UP000504627	10621	5538	5083	49	174	10844	passeriformes_odb10	98	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Pipra		Pipra filicauda (Wire-tailed manakin)	3.0
UP000520962	8398	8372	26	503	1943	10844	passeriformes_odb10	82	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Piprites		Piprites chloris (Wing-barred manakin)	3.0
UP000633448	7697	7662	35	672	2475	10844	passeriformes_odb10	77	Metazoa	Chordata	Aves	Passeriformes	Pittidae	Pitta		Pitta sordida (Hooded pitta)	3.0
UP000539920	8090	8058	32	567	2187	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Ploceidae	Ploceus		Ploceus nigricollis	3.0
UP000566454	8128	8110	18	584	2132	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Prunellidae	Prunella		Prunella himalayana	3.0
UP000584880	8197	8173	24	538	2109	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Ptilonorhynchidae	Ptilonorhynchus		Ptilonorhynchus violaceus (Satin bowerbird) (Pyrrhocorax violaceus)	3.0
UP000540762	7791	7775	16	553	2500	10844	passeriformes_odb10	76	Metazoa	Chordata	Aves	Passeriformes	Pycnonotidae	Brachypodius		Brachypodius atriceps (black-headed bulbul)	2.0
UP000535705	7760	7740	20	682	2402	10844	passeriformes_odb10	77	Metazoa	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus		Pycnonotus jocosus (Red-whiskered bulbul) (Lanius jocosus)	3.0
UP000529728	7565	7540	25	685	2594	10844	passeriformes_odb10	76	Metazoa	Chordata	Aves	Passeriformes	Regulidae	Regulus		Regulus satrapa (Golden-crowned kinglet)	3.0
UP000583164	8374	8345	29	550	1920	10844	passeriformes_odb10	82	Metazoa	Chordata	Aves	Passeriformes	Rhabdornithidae	Rhabdornis		Rhabdornis inornatus	3.0
UP000580825	8150	8117	33	571	2123	10844	passeriformes_odb10	80	Metazoa	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus		Scytalopus superciliaris	3.0
UP000541605	8316	8273	43	592	1936	10844	passeriformes_odb10	82	Metazoa	Chordata	Aves	Passeriformes	Rhipiduridae	Chaetorhynchus		Chaetorhynchus papuensis (pygmy drongo)	3.0
UP000561178	8353	8332	21	543	1948	10844	passeriformes_odb10	82	Metazoa	Chordata	Aves	Passeriformes	Rhipiduridae	Rhipidura		Rhipidura dahli	3.0
UP000583915	7974	7940	34	608	2262	10844	passeriformes_odb10	79	Metazoa	Chordata	Aves	Passeriformes	Sittidae	Sitta		Sitta europaea (Eurasian nuthatch)	3.0
UP000618051	8668	15	8653	540	1636	10844	passeriformes_odb10	84	Metazoa	Chordata	Aves	Passeriformes	Sturnidae	Lamprotornis		Lamprotornis superbus	3.0
UP000522331	7930	7916	14	583	2331	10844	passeriformes_odb10	78	Metazoa	Chordata	Aves	Passeriformes	Sturnidae	Leucopsar		Leucopsar rothschildi (Bali myna) (Rothschild's mynah)	3.0
UP000549775	7464	7405	59	703	2677	10844	passeriformes_odb10	75	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Acrocephalus		Acrocephalus arundinaceus (Great reed-warbler)	3.0
UP000524451	7605	7581	24	838	2401	10844	passeriformes_odb10	77	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Cettia		Cettia cetti	3.0
