protein_acc	proteome_acc	species
A8NQE7	UP000001861	Coprinopsis cinerea
A8NSL2	UP000001861	Coprinopsis cinerea
A8P1K6	UP000001861	Coprinopsis cinerea
A8P1Q9	UP000001861	Coprinopsis cinerea
A8WW09	UP000008549	Caenorhabditis briggsae
A8WZV4	UP000008549	Caenorhabditis briggsae
A8XF52	UP000008549	Caenorhabditis briggsae
A8XF53	UP000008549	Caenorhabditis briggsae
A8XL54	UP000008549	Caenorhabditis briggsae
A8XSB6	UP000008549	Caenorhabditis briggsae
A8Y191	UP000008549	Caenorhabditis briggsae
A8ZLP7	UP000000268	Acaryochloris marina
A9BYB5	UP000000784	Delftia acidovorans
A9G933	UP000002139	Sorangium cellulosum
A9SJQ8	UP000006727	Physcomitrium patens
A9SUP1	UP000006727	Physcomitrium patens
A9T0R4	UP000006727	Physcomitrium patens
A9T5A8	UP000006727	Physcomitrium patens
A9VCQ6	UP000001357	Monosiga brevicollis
B0DMA1	UP000001194	Laccaria bicolor
B0DMX0	UP000001194	Laccaria bicolor
B0DNR7	UP000001194	Laccaria bicolor
B2A910	UP000001197	Podospora anserina
B2AB03	UP000001197	Podospora anserina
B2ALA7	UP000001197	Podospora anserina
B2AM93	UP000001197	Podospora anserina
B2ANC0	UP000001197	Podospora anserina
B2AP35	UP000001197	Podospora anserina
B2API2	UP000001197	Podospora anserina
B2ARH2	UP000001197	Podospora anserina
B2ATH2	UP000001197	Podospora anserina
B2AU58	UP000001197	Podospora anserina
B2B1L7	UP000001197	Podospora anserina
B2B2Q9	UP000001197	Podospora anserina
B2IXG2	UP000001191	Nostoc punctiforme
B2J558	UP000001191	Nostoc punctiforme
B2JRT6	UP000001192	Paraburkholderia phymatum
B2VU03	UP000001471	Pyrenophora tritici-repentis
B2VW57	UP000001471	Pyrenophora tritici-repentis
B2VWU0	UP000001471	Pyrenophora tritici-repentis
B2VWX3	UP000001471	Pyrenophora tritici-repentis
B2VXX3	UP000001471	Pyrenophora tritici-repentis
B2VY53	UP000001471	Pyrenophora tritici-repentis
B2VY84	UP000001471	Pyrenophora tritici-repentis
B2W5B6	UP000001471	Pyrenophora tritici-repentis
B2WDF2	UP000001471	Pyrenophora tritici-repentis
B2WG41	UP000001471	Pyrenophora tritici-repentis
B2WH32	UP000001471	Pyrenophora tritici-repentis
B2WLF0	UP000001471	Pyrenophora tritici-repentis
B3TPV0	UP000015106	Triticum urartu
B5GYQ0	UP000002357	Streptomyces clavuligerus
B5H1U8	UP000002357	Streptomyces clavuligerus
B6H6P3	UP000000724	Penicillium rubens
B6HE51	UP000000724	Penicillium rubens
B6HML8	UP000000724	Penicillium rubens
B6HTY5	UP000000724	Penicillium rubens
B6HUM2	UP000000724	Penicillium rubens
B6Q7X0	UP000001294	Talaromyces marneffei
B6Q8Y2	UP000001294	Talaromyces marneffei
B6QJ94	UP000001294	Talaromyces marneffei
B7GA89	UP000000759	Phaeodactylum tricornutum
B7ZZ57	UP000007305	Zea mays
B8AAI5	UP000007015	Oryza sativa
B8AAI7	UP000007015	Oryza sativa
B8AUJ0	UP000007015	Oryza sativa
B8AUJ1	UP000007015	Oryza sativa
B8M2A0	UP000001745	Talaromyces stipitatus
B8MG02	UP000001745	Talaromyces stipitatus
B8MQC5	UP000001745	Talaromyces stipitatus
B9HYL4	UP000006729	Populus trichocarpa
B9I1S3	UP000006729	Populus trichocarpa
B9JWV3	UP000001596	Agrobacterium vitis
B9RZ47	UP000008311	Ricinus communis
B9XQZ3	UP000003688	Pedosphaera parvula
C0NAP3	UP000001631	Histoplasma capsulatum
C0NAT6	UP000001631	Histoplasma capsulatum
C0NCL7	UP000001631	Histoplasma capsulatum
C0NHD4	UP000001631	Histoplasma capsulatum
C0NWD7	UP000001631	Histoplasma capsulatum
C0NXG2	UP000001631	Histoplasma capsulatum
C0P0J4	UP000001631	Histoplasma capsulatum
C0SPI3	UP000019116	Triticum aestivum
C0SPI5	UP000019116	Triticum aestivum
C1FZ29	UP000001628	Paracoccidioides brasiliensis
C1G320	UP000001628	Paracoccidioides brasiliensis
C1G969	UP000001628	Paracoccidioides brasiliensis
C1GA49	UP000001628	Paracoccidioides brasiliensis
C1GAC7	UP000001628	Paracoccidioides brasiliensis
C1GPY5	UP000002059	Paracoccidioides lutzii
C1GQA4	UP000002059	Paracoccidioides lutzii
C1GR79	UP000002059	Paracoccidioides lutzii
C1H6P8	UP000002059	Paracoccidioides lutzii
C1H759	UP000002059	Paracoccidioides lutzii
C1HDH9	UP000002059	Paracoccidioides lutzii
C4JFV7	UP000002058	Uncinocarpus reesii
C4JN15	UP000002058	Uncinocarpus reesii
C4JUP3	UP000002058	Uncinocarpus reesii
C4JXS4	UP000002058	Uncinocarpus reesii
C4JZU9	UP000002058	Uncinocarpus reesii
C4V831	UP000009082	Nosema ceranae
C5FTV9	UP000002035	Microsporum canis
C5XMC9	UP000000768	Sorghum bicolor
C5YE18	UP000000768	Sorghum bicolor
C5YIC3	UP000000768	Sorghum bicolor
C5YIC4	UP000000768	Sorghum bicolor
C6H469	UP000002624	Histoplasma capsulatum
C6H4P2	UP000002624	Histoplasma capsulatum
C6H6I9	UP000002624	Histoplasma capsulatum
C6H8D1	UP000002624	Histoplasma capsulatum
C6HBX1	UP000002624	Histoplasma capsulatum
C6HEW0	UP000002624	Histoplasma capsulatum
C6HJE9	UP000002624	Histoplasma capsulatum
C6VUT6	UP000002011	Dyadobacter fermentans
C7IXC9	UP000059680	Oryza sativa
C7YJR3	UP000005206	Fusarium vanettenii
C7YL06	UP000005206	Fusarium vanettenii
C7YYG0	UP000005206	Fusarium vanettenii
C7Z1V0	UP000005206	Fusarium vanettenii
C7Z2S7	UP000005206	Fusarium vanettenii
C7Z456	UP000005206	Fusarium vanettenii
C7Z595	UP000005206	Fusarium vanettenii
C7ZKA7	UP000005206	Fusarium vanettenii
C8V037	UP000000560	Aspergillus nidulans
C9SBK6	UP000008698	Verticillium alfalfae
C9SDX6	UP000008698	Verticillium alfalfae
C9SL09	UP000008698	Verticillium alfalfae
C9SQM7	UP000008698	Verticillium alfalfae
C9STD4	UP000008698	Verticillium alfalfae
C9SWR4	UP000008698	Verticillium alfalfae
C9SZ82	UP000008698	Verticillium alfalfae
C9Z1N0	UP000001444	Streptomyces scabiei
C9Z5W2	UP000001444	Streptomyces scabiei
D0N106	UP000006643	Phytophthora infestans
D0N318	UP000006643	Phytophthora infestans
D0N9K5	UP000006643	Phytophthora infestans
D0N9M9	UP000006643	Phytophthora infestans
D0N9N0	UP000006643	Phytophthora infestans
D0N9N3	UP000006643	Phytophthora infestans
D0NAA1	UP000006643	Phytophthora infestans
D0NCQ4	UP000006643	Phytophthora infestans
D0NCR3	UP000006643	Phytophthora infestans
D0NCR4	UP000006643	Phytophthora infestans
D0ND78	UP000006643	Phytophthora infestans
D0ND79	UP000006643	Phytophthora infestans
D0ND81	UP000006643	Phytophthora infestans
D0P2C7	UP000006643	Phytophthora infestans
D2H9Z1	UP000008912	Ailuropoda melanoleuca
D2HQD1	UP000008912	Ailuropoda melanoleuca
D3BV93	UP000001396	Heterostelium album
D3ZH71	UP000002494	Rattus norvegicus
D4A9G4	UP000002494	Rattus norvegicus
D4AWG7	UP000008866	Trichophyton benhamiae
D5DZK6	UP000000935	Priestia megaterium
D5G590	UP000006911	Tuber melanosporum
D5GIK5	UP000006911	Tuber melanosporum
D5GIM5	UP000006911	Tuber melanosporum
D5GL91	UP000006911	Tuber melanosporum
D5UDJ1	UP000000849	Cellulomonas flavigena
D6RL64	UP000001861	Coprinopsis cinerea
D7FJB5	UP000002630	Ectocarpus siliculosus
D7FNF0	UP000002630	Ectocarpus siliculosus
D7FNR4	UP000002630	Ectocarpus siliculosus
D7FP10	UP000002630	Ectocarpus siliculosus
D7FSG1	UP000002630	Ectocarpus siliculosus
D7FSG5	UP000002630	Ectocarpus siliculosus
D7FSG6	UP000002630	Ectocarpus siliculosus
D7FSM9	UP000002630	Ectocarpus siliculosus
D7FSN5	UP000002630	Ectocarpus siliculosus
D7FSP4	UP000002630	Ectocarpus siliculosus
D7FVH6	UP000002630	Ectocarpus siliculosus
D7FW00	UP000002630	Ectocarpus siliculosus
D7G0J7	UP000002630	Ectocarpus siliculosus
D7G0J8	UP000002630	Ectocarpus siliculosus
D7G0J9	UP000002630	Ectocarpus siliculosus
D7G0K0	UP000002630	Ectocarpus siliculosus
D7G132	UP000002630	Ectocarpus siliculosus
D7G1K2	UP000002630	Ectocarpus siliculosus
D7G3A2	UP000002630	Ectocarpus siliculosus
D7G530	UP000002630	Ectocarpus siliculosus
D7G9A4	UP000002630	Ectocarpus siliculosus
D7T5P6	UP000009183	Vitis vinifera
D7USP1	UP000011116	Hordeum vulgare
D8LAY9	UP000002630	Ectocarpus siliculosus
D8LB18	UP000002630	Ectocarpus siliculosus
D8LC28	UP000002630	Ectocarpus siliculosus
D8LC42	UP000002630	Ectocarpus siliculosus
D8LC43	UP000002630	Ectocarpus siliculosus
D8LC46	UP000002630	Ectocarpus siliculosus
D8LC48	UP000002630	Ectocarpus siliculosus
D8LM86	UP000002630	Ectocarpus siliculosus
D8PI13	UP000001660	Nitrospira defluvii
D8QCT3	UP000007431	Schizophyllum commune
D8QTP9	UP000001514	Selaginella moellendorffii
D8R5R6	UP000001514	Selaginella moellendorffii
D8REH0	UP000001514	Selaginella moellendorffii
D8RI09	UP000001514	Selaginella moellendorffii
D8RTL3	UP000001514	Selaginella moellendorffii
D8S0G1	UP000001514	Selaginella moellendorffii
D8S0G3	UP000001514	Selaginella moellendorffii
D8SB51	UP000001514	Selaginella moellendorffii
D8SB54	UP000001514	Selaginella moellendorffii
D8SB55	UP000001514	Selaginella moellendorffii
D8SFY9	UP000001514	Selaginella moellendorffii
D8T3T5	UP000001514	Selaginella moellendorffii
D8T5J9	UP000001514	Selaginella moellendorffii
D8T5K0	UP000001514	Selaginella moellendorffii
D8T5K2	UP000001514	Selaginella moellendorffii
D8T5K3	UP000001514	Selaginella moellendorffii
D8UD00	UP000001058	Volvox carteri
E1ZA37	UP000008141	Chlorella variabilis
E2L3W4	UP000000741	Moniliophthora perniciosa
E2L544	UP000000741	Moniliophthora perniciosa
E2LJ57	UP000000741	Moniliophthora perniciosa
E2LSZ0	UP000000741	Moniliophthora perniciosa
E2LTG2	UP000000741	Moniliophthora perniciosa
E2LVF4	UP000000741	Moniliophthora perniciosa
E3KN59	UP000008783	Puccinia graminis
E3KSA5	UP000008783	Puccinia graminis
E3L5F5	UP000008783	Puccinia graminis
E3L5F6	UP000008783	Puccinia graminis
E3LM42	UP000008281	Caenorhabditis remanei
E3LY74	UP000008281	Caenorhabditis remanei
E3LYH3	UP000008281	Caenorhabditis remanei
E3MS61	UP000008281	Caenorhabditis remanei
E3NE25	UP000008281	Caenorhabditis remanei
E3NI37	UP000008281	Caenorhabditis remanei
E3NVS5	UP000008281	Caenorhabditis remanei
E3Q5S1	UP000008782	Colletotrichum graminicola
E3Q7T1	UP000008782	Colletotrichum graminicola
E3QED9	UP000008782	Colletotrichum graminicola
E3QME9	UP000008782	Colletotrichum graminicola
E3QP00	UP000008782	Colletotrichum graminicola
E3QRP6	UP000008782	Colletotrichum graminicola
E3QSW1	UP000008782	Colletotrichum graminicola
E3QW88	UP000008782	Colletotrichum graminicola
E3QWQ8	UP000008782	Colletotrichum graminicola
E3QXK9	UP000008782	Colletotrichum graminicola
E3QYK1	UP000008782	Colletotrichum graminicola
E3QZR8	UP000008782	Colletotrichum graminicola
E3R0G6	UP000008782	Colletotrichum graminicola
E3RCR4	UP000001067	Pyrenophora teres
E3REK7	UP000001067	Pyrenophora teres
E3RGL7	UP000001067	Pyrenophora teres
E3RHL6	UP000001067	Pyrenophora teres
E3RKW5	UP000001067	Pyrenophora teres
E3RVZ3	UP000001067	Pyrenophora teres
E3RX72	UP000001067	Pyrenophora teres
E3RZD3	UP000001067	Pyrenophora teres
E3S522	UP000001067	Pyrenophora teres
E3S6W3	UP000001067	Pyrenophora teres
E3S9R1	UP000001067	Pyrenophora teres
E4V2N9	UP000002669	Nannizzia gypsea
E4ZJC6	UP000002668	Leptosphaeria maculans
E4ZJC7	UP000002668	Leptosphaeria maculans
E4ZP18	UP000002668	Leptosphaeria maculans
E4ZRT2	UP000002668	Leptosphaeria maculans
E4ZW06	UP000002668	Leptosphaeria maculans
E5A169	UP000002668	Leptosphaeria maculans
E5A3G2	UP000002668	Leptosphaeria maculans
E5A901	UP000002668	Leptosphaeria maculans
E5A937	UP000002668	Leptosphaeria maculans
E5Q8T0	UP000515210	Ziziphus jujuba
E5SC69	UP000054776	Trichinella spiralis
E7EQI3	UP000005640	Homo sapiens
E8UXU0	UP000006844	Terriglobus saanensis
E8V089	UP000006844	Terriglobus saanensis
E9D1H2	UP000002497	Coccidioides posadasii
E9DG81	UP000002497	Coccidioides posadasii
E9DGK7	UP000002497	Coccidioides posadasii
E9DYM0	UP000002499	Metarhizium acridum
E9DZA8	UP000002499	Metarhizium acridum
E9E1B7	UP000002499	Metarhizium acridum
E9E768	UP000002499	Metarhizium acridum
E9EDL0	UP000002499	Metarhizium acridum
F0UB83	UP000008142	Histoplasma capsulatum
F0UD64	UP000008142	Histoplasma capsulatum
F0UIE3	UP000008142	Histoplasma capsulatum
F0UIU7	UP000008142	Histoplasma capsulatum
F0UJE7	UP000008142	Histoplasma capsulatum
F0ULW7	UP000008142	Histoplasma capsulatum
F0UV06	UP000008142	Histoplasma capsulatum
F0X9F8	UP000007796	Grosmannia clavigera
F0X9X8	UP000007796	Grosmannia clavigera
F0XBD1	UP000007796	Grosmannia clavigera
F0XF66	UP000007796	Grosmannia clavigera
F0XML8	UP000007796	Grosmannia clavigera
F0XQM3	UP000007796	Grosmannia clavigera
F0XSM6	UP000007796	Grosmannia clavigera
F0XST1	UP000007796	Grosmannia clavigera
F0XSV5	UP000007796	Grosmannia clavigera
F0XWU8	UP000002729	Aureococcus anophagefferens
F0XYV7	UP000002729	Aureococcus anophagefferens
F0XYY2	UP000002729	Aureococcus anophagefferens
F0XZC8	UP000002729	Aureococcus anophagefferens
F0Y162	UP000002729	Aureococcus anophagefferens
F0Y2Z3	UP000002729	Aureococcus anophagefferens
F0Y382	UP000002729	Aureococcus anophagefferens
F0Y494	UP000002729	Aureococcus anophagefferens
F0Y635	UP000002729	Aureococcus anophagefferens
F0Y649	UP000002729	Aureococcus anophagefferens
F0Y7Q2	UP000002729	Aureococcus anophagefferens
F0Y7W9	UP000002729	Aureococcus anophagefferens
F0Y8A8	UP000002729	Aureococcus anophagefferens
F0Y8X2	UP000002729	Aureococcus anophagefferens
F0Y8Z8	UP000002729	Aureococcus anophagefferens
F0Y929	UP000002729	Aureococcus anophagefferens
F0Y9A6	UP000002729	Aureococcus anophagefferens
F0Y9F1	UP000002729	Aureococcus anophagefferens
F0YBG0	UP000002729	Aureococcus anophagefferens
F0YBS6	UP000002729	Aureococcus anophagefferens
F0YCE4	UP000002729	Aureococcus anophagefferens
F0YDF2	UP000002729	Aureococcus anophagefferens
F0YDL3	UP000002729	Aureococcus anophagefferens
F0YDW3	UP000002729	Aureococcus anophagefferens
F0YFT9	UP000002729	Aureococcus anophagefferens
F0YFU7	UP000002729	Aureococcus anophagefferens
F0YH25	UP000002729	Aureococcus anophagefferens
F0YI20	UP000002729	Aureococcus anophagefferens
F0YI85	UP000002729	Aureococcus anophagefferens
F0YJA6	UP000002729	Aureococcus anophagefferens
F0YJP7	UP000002729	Aureococcus anophagefferens
F0YPJ3	UP000002729	Aureococcus anophagefferens
F0YRE4	UP000002729	Aureococcus anophagefferens
F1MBG9	UP000009136	Bos taurus
F1MBK3	UP000009136	Bos taurus
F1MC37	UP000009136	Bos taurus
F1NXQ4	UP000000539	Gallus gallus
F1QEC9	UP000000437	Danio rerio
F2E926	UP000011116	Hordeum vulgare
F2JZ85	UP000001062	Marinomonas mediterranea
F2RIZ9	UP000006854	Streptomyces venezuelae
F2RLH9	UP000006854	Streptomyces venezuelae
F2UDI5	UP000007799	Salpingoeca rosetta
F2UDJ6	UP000007799	Salpingoeca rosetta
F2UGX9	UP000007799	Salpingoeca rosetta
F2UK53	UP000007799	Salpingoeca rosetta
F2UT45	UP000007799	Salpingoeca rosetta
F2UT47	UP000007799	Salpingoeca rosetta
F3NI67	UP000003022	Streptomyces griseoaurantiacus
F4L4G6	UP000008461	Haliscomenobacter hydrossis
F4NVT9	UP000007241	Batrachochytrium dendrobatidis
F4NWE6	UP000007241	Batrachochytrium dendrobatidis
F4P2Z0	UP000007241	Batrachochytrium dendrobatidis
F4P543	UP000007241	Batrachochytrium dendrobatidis
F4P661	UP000007241	Batrachochytrium dendrobatidis
F4P662	UP000007241	Batrachochytrium dendrobatidis
F4P663	UP000007241	Batrachochytrium dendrobatidis
F4P7Q7	UP000007241	Batrachochytrium dendrobatidis
F4PBI8	UP000007241	Batrachochytrium dendrobatidis
F4PBL1	UP000007241	Batrachochytrium dendrobatidis
F4PFF7	UP000007241	Batrachochytrium dendrobatidis
F4PG32	UP000007241	Batrachochytrium dendrobatidis
F4PHR2	UP000007797	Cavenderia fasciculata
F4R2X4	UP000001072	Melampsora larici-populina
F4RJH1	UP000001072	Melampsora larici-populina
F4RSC5	UP000001072	Melampsora larici-populina
F4RTV5	UP000001072	Melampsora larici-populina
F4RZD6	UP000001072	Melampsora larici-populina
F4S769	UP000001072	Melampsora larici-populina
F4S770	UP000001072	Melampsora larici-populina
F4S9C3	UP000001072	Melampsora larici-populina
F6I0K7	UP000009183	Vitis vinifera
F6I2B7	UP000009183	Vitis vinifera
F6PQK8	UP000008225	Callithrix jacchus
F6PQM3	UP000008225	Callithrix jacchus
F6Q7U8	UP000008227	Sus scrofa
F6QPY3	UP000008144	Ciona intestinalis
F6QQ72	UP000008144	Ciona intestinalis
F6R2I4	UP000008144	Ciona intestinalis
F6SPL0	UP000008144	Ciona intestinalis
F6THS9	UP000008144	Ciona intestinalis
F6TZA2	UP000006718	Macaca mulatta
F6UGD7	UP000008144	Ciona intestinalis
F6V857	UP000002279	Ornithorhynchus anatinus
F6WL94	UP000008144	Ciona intestinalis
F6XL13	UP000008144	Ciona intestinalis
F6YHC5	UP000002280	Monodelphis domestica
F6YIA2	UP000002281	Equus caballus
F7BQT4	UP000002281	Equus caballus
F7CBS6	UP000002281	Equus caballus
F7CPD5	UP000002280	Monodelphis domestica
F7DEK2	UP000002279	Ornithorhynchus anatinus
F7EMZ9	UP000006718	Macaca mulatta
F7F2U4	UP000002279	Ornithorhynchus anatinus
F7FUN5	UP000002280	Monodelphis domestica
F7GAX9	UP000008225	Callithrix jacchus
F7GZI7	UP000006718	Macaca mulatta
F7IGR3	UP000008225	Callithrix jacchus
F7VJX0	UP000001881	Sordaria macrospora
F7VLZ9	UP000001881	Sordaria macrospora
F7VQW2	UP000001881	Sordaria macrospora
F7VR09	UP000001881	Sordaria macrospora
F7VR94	UP000001881	Sordaria macrospora
F7VSJ1	UP000001881	Sordaria macrospora
F7W1C8	UP000001881	Sordaria macrospora
F7W1H1	UP000001881	Sordaria macrospora
F7W5R2	UP000001881	Sordaria macrospora
F7W5Z8	UP000001881	Sordaria macrospora
F7WBH3	UP000001881	Sordaria macrospora
F8B1J1	UP000001549	Candidatus Frankia datiscae
F8PR61	UP000008063	Serpula lacrymans
F8PRB7	UP000008063	Serpula lacrymans
F8Q848	UP000008063	Serpula lacrymans
F8Q849	UP000008063	Serpula lacrymans
F9X2G9	UP000008062	Zymoseptoria tritici
F9X7B7	UP000008062	Zymoseptoria tritici
F9X8H9	UP000008062	Zymoseptoria tritici
F9X8L4	UP000008062	Zymoseptoria tritici
F9XAH9	UP000008062	Zymoseptoria tritici
F9XBE5	UP000008062	Zymoseptoria tritici
F9XCV9	UP000008062	Zymoseptoria tritici
F9XDF3	UP000008062	Zymoseptoria tritici
F9XEY9	UP000008062	Zymoseptoria tritici
F9XKI3	UP000008062	Zymoseptoria tritici
F9XNQ6	UP000008062	Zymoseptoria tritici
F9XPY9	UP000008062	Zymoseptoria tritici
F9XQ74	UP000008062	Zymoseptoria tritici
G0MGF4	UP000008068	Caenorhabditis brenneri
G0ML44	UP000008068	Caenorhabditis brenneri
G0N9V6	UP000008068	Caenorhabditis brenneri
G0NKK5	UP000008068	Caenorhabditis brenneri
G0NPY2	UP000008068	Caenorhabditis brenneri
G0NVU5	UP000008068	Caenorhabditis brenneri
G0P8V1	UP000008068	Caenorhabditis brenneri
G0PFR2	UP000008068	Caenorhabditis brenneri
G0RC29	UP000008984	Trichoderma reesei
G0RFJ8	UP000008984	Trichoderma reesei
G0RRF5	UP000008984	Trichoderma reesei
G0RYD5	UP000008066	Chaetomium thermophilum
G0S2W4	UP000008066	Chaetomium thermophilum
G0S9S6	UP000008066	Chaetomium thermophilum
G0SBB1	UP000008066	Chaetomium thermophilum
G0SBR5	UP000008066	Chaetomium thermophilum
G0SFX8	UP000008066	Chaetomium thermophilum
G1KB12	UP000001646	Anolis carolinensis
G1KL56	UP000001646	Anolis carolinensis
G1KQJ9	UP000001646	Anolis carolinensis
G1LH81	UP000008912	Ailuropoda melanoleuca
G1LUE4	UP000008912	Ailuropoda melanoleuca
G1N1Q2	UP000001645	Meleagris gallopavo
G1NPX2	UP000001645	Meleagris gallopavo
G1NQP6	UP000001645	Meleagris gallopavo
G1P2D6	UP000001074	Myotis lucifugus
G1P8R3	UP000001074	Myotis lucifugus
G1PU26	UP000001074	Myotis lucifugus
G1S1X1	UP000001073	Nomascus leucogenys
G1S3C9	UP000001073	Nomascus leucogenys
G1S7E5	UP000001073	Nomascus leucogenys
G1SD85	UP000001811	Oryctolagus cuniculus
G1SLB6	UP000001811	Oryctolagus cuniculus
G1SYA0	UP000001811	Oryctolagus cuniculus
G1X3U2	UP000008784	Orbilia oligospora
G1X7Q1	UP000008784	Orbilia oligospora
G1XA94	UP000008784	Orbilia oligospora
G1XAG5	UP000008784	Orbilia oligospora
G1XGA7	UP000008784	Orbilia oligospora
G1XM84	UP000008784	Orbilia oligospora
G1XN18	UP000008784	Orbilia oligospora
G1XN59	UP000008784	Orbilia oligospora
G1XN75	UP000008784	Orbilia oligospora
G1XNN7	UP000008784	Orbilia oligospora
G1XPG4	UP000008784	Orbilia oligospora
G1XQQ0	UP000008784	Orbilia oligospora
G1XS72	UP000008784	Orbilia oligospora
G1XSL1	UP000008784	Orbilia oligospora
G1XT03	UP000008784	Orbilia oligospora
G1XTB4	UP000008784	Orbilia oligospora
G1XY81	UP000018435	Nitrospirillum amazonense
G2GHC6	UP000004217	Streptomyces zinciresistens
G2HJF2	UP000002277	Pan troglodytes
G2NB52	UP000001397	Streptomyces sp. SirexAA-E
G2Q3M6	UP000007322	Thermothelomyces thermophilus
G2Q526	UP000007322	Thermothelomyces thermophilus
G2Q551	UP000007322	Thermothelomyces thermophilus
G2QC95	UP000007322	Thermothelomyces thermophilus
G2QGH3	UP000007322	Thermothelomyces thermophilus
G2QH67	UP000007322	Thermothelomyces thermophilus
G2QIM7	UP000007322	Thermothelomyces thermophilus
G2QJJ3	UP000007322	Thermothelomyces thermophilus
G2QLD3	UP000007322	Thermothelomyces thermophilus
G2QND8	UP000007322	Thermothelomyces thermophilus
G2QRA5	UP000008181	Thermothielavioides terrestris
G2QVS9	UP000008181	Thermothielavioides terrestris
G2QVY2	UP000008181	Thermothielavioides terrestris
G2R003	UP000008181	Thermothielavioides terrestris
G2R0R5	UP000008181	Thermothielavioides terrestris
G2R639	UP000008181	Thermothielavioides terrestris
G2R6U9	UP000008181	Thermothielavioides terrestris
G2RCR3	UP000008181	Thermothielavioides terrestris
G2RFH3	UP000008181	Thermothielavioides terrestris
G2RG43	UP000008181	Thermothielavioides terrestris
G2X011	UP000001611	Verticillium dahliae
G2X9U2	UP000001611	Verticillium dahliae
G2XQD0	UP000008177	Botrytis cinerea
G2XS53	UP000008177	Botrytis cinerea
G2XU65	UP000008177	Botrytis cinerea
G2XXS1	UP000008177	Botrytis cinerea
G2XZS1	UP000008177	Botrytis cinerea
G2Y2L8	UP000008177	Botrytis cinerea
G2Y4X7	UP000008177	Botrytis cinerea
G2Y7G1	UP000008177	Botrytis cinerea
G2Y9M3	UP000008177	Botrytis cinerea
G2YAL1	UP000008177	Botrytis cinerea
G2YCB1	UP000008177	Botrytis cinerea
G2YP57	UP000008177	Botrytis cinerea
G2YS45	UP000008177	Botrytis cinerea
G3GS88	UP000001075	Cricetulus griseus
G3I573	UP000001075	Cricetulus griseus
G3JB66	UP000001610	Cordyceps militaris
G3JCC4	UP000001610	Cordyceps militaris
G3JDJ5	UP000001610	Cordyceps militaris
G3JPN7	UP000001610	Cordyceps militaris
G3JS58	UP000001610	Cordyceps militaris
G3JTH4	UP000001610	Cordyceps militaris
G3JUG5	UP000001610	Cordyceps militaris
G3NJ99	UP000007635	Gasterosteus aculeatus
G3NYW9	UP000007635	Gasterosteus aculeatus
G3NYX7	UP000007635	Gasterosteus aculeatus
G3PTR9	UP000007635	Gasterosteus aculeatus
G3PTS3	UP000007635	Gasterosteus aculeatus
G3Q7D5	UP000007635	Gasterosteus aculeatus
G3Q7E9	UP000007635	Gasterosteus aculeatus
G3QBG0	UP000007635	Gasterosteus aculeatus
G3R159	UP000001519	Gorilla gorilla
G3RJH0	UP000001519	Gorilla gorilla
G3RJI7	UP000001519	Gorilla gorilla
G3S218	UP000001519	Gorilla gorilla
G3SPG1	UP000007646	Loxodonta africana
G3SQA7	UP000007646	Loxodonta africana
G3TGJ7	UP000007646	Loxodonta africana
G3VL14	UP000007648	Sarcophilus harrisii
G3VZQ8	UP000007648	Sarcophilus harrisii
G3WXQ9	UP000007648	Sarcophilus harrisii
G4MKB2	UP000009058	Pyricularia oryzae
G4MP53	UP000009058	Pyricularia oryzae
G4MTU8	UP000009058	Pyricularia oryzae
G4MWY0	UP000009058	Pyricularia oryzae
G4N005	UP000009058	Pyricularia oryzae
G4N0R4	UP000009058	Pyricularia oryzae
G4N2I5	UP000009058	Pyricularia oryzae
G4N3R0	UP000009058	Pyricularia oryzae
G4N413	UP000009058	Pyricularia oryzae
G4NA59	UP000009058	Pyricularia oryzae
G4NA86	UP000009058	Pyricularia oryzae
G4NB82	UP000009058	Pyricularia oryzae
G4NH25	UP000009058	Pyricularia oryzae
G4NIL4	UP000009058	Pyricularia oryzae
G4NKN0	UP000009058	Pyricularia oryzae
G4NL86	UP000009058	Pyricularia oryzae
G4TM93	UP000007148	Serendipita indica
G4TM94	UP000007148	Serendipita indica
G4TM95	UP000007148	Serendipita indica
G4TU73	UP000007148	Serendipita indica
G4TVT3	UP000007148	Serendipita indica
G4TYT1	UP000007148	Serendipita indica
G4TZS5	UP000007148	Serendipita indica
G4U242	UP000007148	Serendipita indica
G4U8S7	UP000008513	Neurospora tetrasperma
G4UA58	UP000008513	Neurospora tetrasperma
G4UCC6	UP000008513	Neurospora tetrasperma
G4UWA4	UP000008513	Neurospora tetrasperma
G4UXG7	UP000008513	Neurospora tetrasperma
G4UXJ0	UP000008513	Neurospora tetrasperma
G4V1F2	UP000008513	Neurospora tetrasperma
G4YEP6	UP000002640	Phytophthora sojae
G4YVX0	UP000002640	Phytophthora sojae
G4Z7X0	UP000002640	Phytophthora sojae
G4ZF58	UP000002640	Phytophthora sojae
G4ZFR4	UP000002640	Phytophthora sojae
G4ZQT5	UP000002640	Phytophthora sojae
G5A884	UP000002640	Phytophthora sojae
G5A886	UP000002640	Phytophthora sojae
G5A9J7	UP000002640	Phytophthora sojae
G5AB88	UP000002640	Phytophthora sojae
G5AB89	UP000002640	Phytophthora sojae
G5AB92	UP000002640	Phytophthora sojae
G5AB96	UP000002640	Phytophthora sojae
G5AB98	UP000002640	Phytophthora sojae
