DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	species
COLOR	#ff0000
DATA
CDM37049.1	#90caab	Penicillium roqueforti
TVU43139.1	#6eb074	Eragrostis curvula
AAW57419.1	#394e06	Oncidium hybrid cultivar
CAG8451510.1	#920350	Scutellospora calospora
EEC71623.1	#4db691	Oryza sativa
XP_033531926.1	#f4c9b3	Eremomyces bilateralis
ROW17991.1	#1cf8f4	Cytospora leucostoma
KAH7099392.1	#99527b	Auriculariales sp. MPI-PUGE-AT-0066
XP_020596368.1	#ef0285	Phalaenopsis equestris
KAG8918496.1	#b17c1f	Tulasnella sp. 418
XP_033548729.1	#8a2cc9	Lindgomyces ingoldianus
OEL17899.1	#7407ae	Dichanthelium oligosanthes
KAG5875029.1	#0c0546	Gonioctena quinquepunctata
TQN63790.1	#47b7ab	Colletotrichum shisoi
CZR58036.1	#3c7216	Phialocephala subalpina
XP_021956931.1	#abc98f	Folsomia candida
KAF4512791.1	#e50c51	Ophiocordyceps sinensis
WP_235055010.1	#247160	Yinghuangia sp. KLBMP8922
CAG9529493.1	#3591e7	Cercopithifilaria johnstoni
KAI4299338.1	#2e9a45	Bauhinia variegata
XP_008020731.1	#8124ec	Exserohilum turcicum
KIK95281.1	#c69a11	Paxillus rubicundulus
KAF1964516.1	#e47fb7	Bimuria novae-zelandiae
XP_049278107.1	#85a605	Anopheles funestus
KAF8418718.1	#549f79	Tirmania nivea
CDP17937.1	#229ca6	Coffea canephora
KAF1352936.1	#09d49e	Lizonia empirigonia
KAH6666568.1	#6eb565	Halenospora varia
KAI0743507.1	#997129	Hexagonia nitida
KIL63082.1	#f5a925	Amanita muscaria
MCJ1262334.1	#4ce32e	Lobaria immixta
KAI0279172.1	#e6aaa7	Russula aff. rugulosa BPL654
WP_140073909.1	#26802f	Vibrio parahaemolyticus
KAI5782546.1	#fee3d2	Pyronema domesticum
KIJ46617.1	#d2c476	Sphaerobolus stellatus
ORX98727.1	#080773	Clohesyomyces aquaticus
GHH67124.1	#a11e8c	Kitasatospora indigofera
GJN01711.1	#0d35ac	Eleusine coracana
KAI3558610.1	#0f6e9f	Colletotrichum abscissum
OCK98505.1	#8009fd	Cenococcum geophilum
XP_007672900.1	#16b579	Baudoinia panamericana
MBI3651888.1	#6d3998	Acidobacteria bacterium
KDN33296.1	#5191aa	Rhizoctonia solani
KAH7090611.1	#21c33a	Paraphoma chrysanthemicola
KAF3852176.1	#b25e2d	Dissostichus mawsoni
XP_025836545.1	#40910d	Agrilus planipennis
KFA68920.1	#7a546d	Stachybotrys chlorohalonata
XP_031885894.1	#dba12c	Colletotrichum fructicola
XP_047535736.1	#a228a8	Vanessa atalanta
WP_080642385.1	#3d473e	nan
PSN64506.1	#d768dc	Corynespora cassiicola
CAH7671043.1	#e7cc95	Phakopsora pachyrhizi
KAH6896173.1	#642fbe	Coprinopsis sp. MPI-PUGE-AT-0042
KAF8756242.1	#5191aa	Rhizoctonia solani
KAI1371304.1	#242904	Hypoxylon crocopeplum
WP_040373382.1	#1d7715	Peribacillus psychrosaccharolyticus
XP_020779539.1	#e2e370	Boleophthalmus pectinirostris
XP_001635796.3	#bc3121	Nematostella vectensis
XP_040662231.1	#be86c7	Aspergillus versicolor
XP_046123596.1	#3769cb	Fusarium solani
KAF4761560.1	#33c61d	Penicillium sp. str. #12
VDI71717.1	#380da1	Mytilus galloprovincialis
MCJ1371074.1	#ce6341	Loxospora ochrophaea
CAC44749.1	#639039	Cupiennius salei
AAZ40337.1	#4a9fa8	Carcinoscorpius rotundicauda
XP_023621867.1	#920249	Ramularia collo-cygni
KAF8244738.1	#6b6fd0	Wilcoxina mikolae
PCH44810.1	#d20ad1	Wolfiporia cocos
KAI4213315.1	#48e0b7	Letrouitia transgressa
XP_017215016.1	#ed572b	Daucus carota
KAG7154510.1	#94f39d	Homarus americanus
ROV93754.1	#861390	Valsa sordida
KXN64785.1	#2fd49b	Conidiobolus coronatus
ACY40650.1	#8dfb57	Blattella germanica
XP_007309199.1	#22936f	Stereum hirsutum
KLJ11845.1	#a6892e	Blastomyces silverae
CAG5132258.1	#25e3db	Candidula unifasciata
KAF6800327.1	#ecee66	Colletotrichum sojae
QHA25227.1	#5ac077	Physocyclus mexicanus
XP_024745910.1	#9a305b	Trichoderma citrinoviride
XP_012841283.1	#217944	Erythranthe guttata
EJD48472.1	#4aac97	Auricularia subglabra
CAA58471.1	#8e0877	Pacifastacus leniusculus
WP_053990117.1	#faa480	Mangrovimonas sp. TPBH4
KAG5670798.1	#caa9dd	Polypedilum vanderplanki
RKP23385.1	#289d2e	Syncephalis pseudoplumigaleata
CAG5132271.1	#25e3db	Candidula unifasciata
GFT07120.1	#8be229	Nephila pilipes
CAH6628715.1	#3d473e	nan
OCL14213.1	#4242ca	Glonium stellatum
KAH7309833.1	#a6a09d	Stachybotrys elegans
TKW50712.1	#a3322a	Colletotrichum tanaceti
XP_017787164.1	#8ed108	Nicrophorus vespilloides
KAG8932313.1	#b17c1f	Tulasnella sp. 418
ROV90064.1	#861390	Valsa sordida
KAI5055007.1	#9dee7b	Adiantum capillus-veneris
XP_029937891.1	#cbc024	Myripristis murdjan
VDM00623.1	#a9057f	Schistocephalus solidus
XP_021896650.1	#ab64c7	Carica papaya
USP81624.1	#8addde	Curvularia clavata
AAU20851.2	#e5d171	Reticulitermes flavipes
RPA83917.1	#b9a0dc	Ascobolus immersus
MBP9872347.1	#40573b	Nitrosomonas sp.
AUO15580.1	#6065b7	Gryllotalpa sp. XZ-2017
WP_185034917.1	#5a4ca0	Streptomyces candidus
KAF7752797.1	#56cb3e	Entomophthora muscae
XP_038784532.1	#6adaae	Alternaria burnsii
KAE8418380.1	#e1fd12	Aspergillus pseudocaelatus
XP_038693101.1	#8ea23e	Tripterygium wilfordii
XP_030994227.1	#2b5c21	Thyridium curvatum
CAD6201491.1	#be3c67	Cotesia congregata
PWA38973.1	#1cbd15	Artemisia annua
NP_001301072.1	#4ffc5c	Limulus polyphemus
CAH2723726.1	#a34609	Parascedosporium putredinis
XP_021726627.1	#2c0cdd	Chenopodium quinoa
XP_035826574.1	#49b1c4	Aplysia californica
KAF4519963.1	#7f2377	Ephemera danica
CAH0589094.1	#fd9234	Chrysodeixis includens
KAH7677123.1	#bb2d66	Dioscorea alata
PVH91111.1	#dea7f6	Periconia macrospinosa
OAE29376.1	#a6ad27	Marchantia polymorpha
XP_035702472.1	#abc98f	Folsomia candida
OQO02007.1	#33b1f2	Rachicladosporium antarcticum
KAH6780800.1	#f47900	Perilla frutescens
MCJ1446958.1	#1d70f7	Stictis urceolatum
ODN00732.1	#c58a90	Orchesella cincta
EFQ85282.1	#8764c1	Pyrenophora teres
KPJ13409.1	#f1e865	Papilio machaon
KAI5357450.1	#cd0c29	Septoria linicola
KAI0342043.1	#7c295e	Trametopsis cervina
KAF2669144.1	#a70c10	Microthyrium microscopicum
WP_176101082.1	#63e49e	Streptomyces sp. NA04227
KAI5779170.1	#7f7d6a	Geopyxis carbonaria
CAH6633066.1	#3d473e	nan
KAI5071759.1	#9dee7b	Adiantum capillus-veneris
KAI1433814.1	#ab5ea7	Xylaria sp. CBS 124048
URE26135.1	#e534cf	Musa troglodytarum
OSD07436.1	#5e7c35	Trametes coccinea
PHT93286.1	#58945d	Capsicum annuum
KAI3809645.1	#d97395	Smallanthus sonchifolius
KAI5778604.1	#7f7d6a	Geopyxis carbonaria
XP_008197347.1	#27e955	Tribolium castaneum
KAH8172213.1	#c3af27	Sarocladium implicatum
VUC28059.1	#8e4345	Clonostachys rosea
CAA0808740.1	#71b215	Striga hermonthica
KAI5842094.1	#f8513b	Tricharina praecox
XP_022917064.1	#c3f624	Onthophagus taurus
WP_203843119.1	#f6943a	Actinoplanes humidus
KZP11745.1	#de0ea2	Fibularhizoctonia sp. CBS 109695
KAG7009306.1	#de8d21	Physcia stellaris
GJN17524.1	#0d35ac	Eleusine coracana
OCL07991.1	#4242ca	Glonium stellatum
WP_255814718.1	#3d473e	nan
GAP88182.1	#26a555	Rosellinia necatrix
UEV87802.1	#5808bd	Gloriosa superba
KAA8540487.1	#9ff576	Nyssa sinensis
XP_035789029.1	#6b38ae	Anopheles albimanus
XP_032253550.1	#0a64f5	Phoca vitulina
KAH8602664.1	#7a544b	Bisporella sp. PMI_857
KJK76914.1	#f555c5	Metarhizium anisopliae
KAI6368832.1	#f8add9	Pyricularia grisea
CAR85707.1	#20bbf2	Chelidura acanthopygia
KAG8528341.1	#9a05aa	Bacidia gigantensis
KAG5826654.1	#9b8e55	Fusarium xylarioides
XP_026290146.1	#c668a4	Frankliniella occidentalis
KAH9988351.1	#91929f	Russula vinacea
XP_023224731.1	#b3cae6	Centruroides sculpturatus
KAF2116452.1	#422f6e	Lophiotrema nucula
XP_028136210.1	#7ce933	Diabrotica virgifera
KAH8728712.1	#43f0bb	Phaeosphaeriaceae sp. PMI808
CZR55399.1	#3c7216	Phialocephala subalpina
OEU21143.1	#0307d1	Fragilariopsis cylindrus
KAF8410583.1	#1ff008	Tetracentron sinense
XP_022732751.1	#120ceb	Durio zibethinus
KAH8938720.1	#a0377d	Sphagnum fallax
KAH9509972.1	#c07b6a	Bulinus truncatus
KAH7373380.1	#749adb	Ceratopteris richardii
KZL83428.1	#3911ae	Colletotrichum incanum
XP_035658183.1	#46731e	Branchiostoma floridae
KAF2796388.1	#1e4280	Melanomma pulvis-pyrius
RXG68583.1	#5e5a9d	Armadillidium vulgare
ALJ76679.1	#d1b365	Epicauta chinensis
OWP03182.1	#b79c44	Marssonina coronariae
XP_030762609.1	#ce6429	Sitophilus oryzae
KAI1265449.1	#2d2d79	Xylariaceae sp. FL1019
KAH9986652.1	#91929f	Russula vinacea
KAH8664376.1	#e9864b	Xylariales sp. PMI_506
KIM26664.1	#507c4e	Serendipita vermifera
CAG8680324.1	#7fb1ab	Gigaspora margarita
XP_028169144.1	#064923	Ostrinia furnacalis
XP_028136219.1	#7ce933	Diabrotica virgifera
KAH8783066.1	#3dac1c	Diaporthaceae sp. PMI_573
TID18257.1	#d04e34	Venturia nashicola
OLL25128.1	#29a1d4	Neolecta irregularis
CAH1235221.1	#c32ec0	Diabrotica balteata
EXB82814.1	#0048c1	Morus notabilis
MBM3632567.1	#c91c77	Alphaproteobacteria bacterium
ROT63387.1	#98715c	Penaeus vannamei
KAF2844815.1	#9bc69c	Plenodomus tracheiphilus
KAH0808366.1	#56ff8e	Tenebrio molitor
XP_023313615.1	#132b10	Trichogramma pretiosum
KAF8202684.1	#8eb501	Mycena galopus
CAG9773758.1	#a6cd22	Ceutorhynchus assimilis
KAG5010565.1	#37c6da	Glycine soja
MCJ1440028.1	#1d70f7	Stictis urceolatum
ROT71233.1	#98715c	Penaeus vannamei
XP_007288815.1	#c87a00	Drepanopeziza brunnea
KAI5798619.1	#fee3d2	Pyronema domesticum
ESK90992.1	#d17710	Moniliophthora roreri
EQB53198.1	#ac8821	Colletotrichum gloeosporioides
XP_006691163.1	#d93c61	Chaetomium thermophilum
KZV69465.1	#302492	Peniophora sp. CONT
KND91261.1	#4816d8	Tolypocladium ophioglossoides
WP_223146473.1	#491bde	Enterobacter hormaechei
KXX74634.1	#342ec7	Madurella mycetomatis
KAF2397255.1	#cbf170	Trichodelitschia bisporula
KAH1055294.1	#05e818	Gossypium stocksii
XP_023089516.1	#7fded0	Aspergillus oryzae
CZR63593.1	#3c7216	Phialocephala subalpina
KAF7747191.1	#56cb3e	Entomophthora muscae
UPK92493.1	#368007	Fusarium solani-melongenae
CZR69038.1	#3c7216	Phialocephala subalpina
MBV9761511.1	#f69039	Acidobacteriaceae bacterium
CAD2177694.1	#1e3493	Meloidogyne enterolobii
KAF2204311.1	#50e688	Delitschia confertaspora
PYQ28219.1	#6d3998	Acidobacteria bacterium
CAG9974021.1	#a5ba12	Clonostachys byssicola
TFL03596.1	#ebedd0	Pterula gracilis
THH26781.1	#e5516d	Antrodiella citrinella
KAF2223082.1	#1d8870	Elsinoe ampelina
KAH8635957.1	#71bfaa	Alternaria alternata
XP_049159413.1	#ccc3a3	Daldinia loculata
XP_028405884.1	#c7c10e	Dendronephthya gigantea
XP_024724122.1	#44b6eb	Amorphotheca resinae
SMH67862.1	#9ffbe4	Scolopendra dehaani
XP_039271284.1	#1e99fe	Styela clava
KAF2971331.1	#097ed5	Xylaria multiplex
RZF47000.1	#8a4a7c	Laodelphax striatellus
KAG2562993.1	#5e9fd0	Panicum virgatum
PKA50209.1	#814b4e	Apostasia shenzhenica
XP_047852333.1	#8a870b	Annulohypoxylon truncatum
XP_039146897.1	#820202	Dioscorea cayenensis
KAG7210288.1	#b99470	Ampulex compressa
KAG7007319.1	#de8d21	Physcia stellaris
PIK55750.1	#7d8389	Apostichopus japonicus
KAF8662494.1	#49e6f5	Digitaria exilis
KAF7754944.1	#56cb3e	Entomophthora muscae
WP_190852455.1	#5d8a76	Streptomyces aurantiacus
ODM96378.1	#c58a90	Orchesella cincta
RDA91931.1	#6b7a51	Ophiocordyceps camponoti-saundersi (nom. inval.)
CAD7265430.1	#7d37e6	Timema shepardi
KAH8714043.1	#43f0bb	Phaeosphaeriaceae sp. PMI808
KAH6838461.1	#82bd23	Chaetomium sp. MPI-CAGE-AT-0009
KAF2847615.1	#9bc69c	Plenodomus tracheiphilus
KAI3537135.1	#0f6e9f	Colletotrichum abscissum
KAI0687171.1	#083b0a	Cytidiella melzeri
MCH9698136.1	#c0625f	Gammaproteobacteria bacterium
TPX73369.1	#63b101	Chytriomyces confervae
OEL36751.1	#7407ae	Dichanthelium oligosanthes
KAI0017635.1	#d99845	Xylariomycetidae sp. FL0641
WP_071901892.1	#ce103d	Cystobacter ferrugineus
CAB3374840.1	#bf7d07	Cloeon dipterum
KAF3903032.1	#1d6e9a	Arthrobotrys entomopaga
KAI1339821.1	#0a2b88	Xylariaceae sp. FL0016
KAH7347249.1	#296b75	Plectosphaerella cucumerina
XP_032664643.1	#2cb056	Odontomachus brunneus
WP_157291820.1	#cc545d	Devosia marina
KAF2220783.1	#1d8870	Elsinoe ampelina
WP_007589306.1	#e2cdc8	Paraburkholderia hospita
XP_021061793.1	#31686b	Mus pahari
CAD6201492.1	#be3c67	Cotesia congregata
KAA8593988.1	#abc347	Etheostoma spectabile
EFJ32200.1	#8b33fd	Selaginella moellendorffii
CAG9956886.1	#8e4345	Clonostachys rosea
XP_010926766.1	#69fd05	Elaeis guineensis
KAH9015723.1	#b841d7	Lactarius deliciosus
KAB8274760.1	#718a2e	Aspergillus minisclerotigenes
PHU26500.1	#75dc17	Capsicum chinense
MBT2523975.1	#7f939a	Streptomyces sp. ISL-99
RGP78696.1	#065e47	Fusarium longipes
KAF3451518.1	#2415c4	Rhamnella rubrinervis
KAH8896868.1	#7e34fd	Thozetella sp. PMI_491
MCJ1445466.1	#1d70f7	Stictis urceolatum
WP_120707990.1	#e4add2	Rhizobium jaguaris
XP_044760588.1	#259f7e	Coccinella septempunctata
KAH8590729.1	#7a544b	Bisporella sp. PMI_857
RMZ67855.1	#c4244b	Pyrenophora seminiperda
KJZ75412.1	#f8ba17	Hirsutella minnesotensis
XP_043928139.1	#9e2329	Protopterus annectens
KAG8224780.1	#9480ae	Ladona fulva
CAG8950233.1	#406c3a	Hymenoscyphus fraxineus
GJN01712.1	#0d35ac	Eleusine coracana
KAF5359836.1	#9de666	Leucoagaricus leucothites
XP_024706659.1	#82b759	Aspergillus steynii
OQD76015.1	#722fc0	Penicillium decumbens
XP_038222423.1	#fd50f5	Zerene cesonia
CAD7594057.1	#81c0e5	Timema genevievae
WP_256671471.1	#15756e	Pseudomonas sp. PB106
XP_033103049.1	#94cbf4	Anneissia japonica
XP_040195790.1	#58097d	Rana temporaria
KAG0634568.1	#f79546	Tuber brumale
MCJ1445378.1	#1d70f7	Stictis urceolatum
KAI5807356.1	#418292	Peziza echinospora
EEC71625.1	#4db691	Oryza sativa
XP_033654316.1	#65a0c9	Westerdykella ornata
KAI0203828.1	#0ae37d	Astrocystis sublimbata
KAI0727475.1	#b5897c	Fomitopsis betulina
KAF7803498.1	#905fc9	Senna tora
OSS48899.1	#82d663	Epicoccum nigrum
WP_216075537.1	#f85250	Acinetobacter indicus
PCI11969.1	#72f9b1	Flavobacteriaceae bacterium
KAF2861677.1	#963f90	Piedraia hortae
CDN40918.1	#1ebb14	Vargula tsujii
CAD6336285.1	#78ba37	Miscanthus lutarioriparius
KAH8644000.1	#71bfaa	Alternaria alternata
WP_064680178.1	#3d473e	nan
KAH9495731.1	#c07b6a	Bulinus truncatus
XP_015605369.1	#9841e6	Cephus cinctus
PMD29913.1	#345e05	Hyaloscypha variabilis
XP_049851206.1	#c65a7a	Schistocerca gregaria
XP_009220966.1	#d8e6f5	Gaeumannomyces tritici
KAH8775468.1	#3dac1c	Diaporthaceae sp. PMI_573
KAG8455142.1	#56c231	Hymenochirus boettgeri
KAI1251640.1	#3eb40e	Eutypa lata
KAA8893710.1	#b6fbd8	Sphaerosporella brunnea
KAH9980146.1	#ee690a	Lactarius volemus
XP_021946254.1	#abc98f	Folsomia candida
KAI3877071.1	#942eea	Papaver armeniacum
OWP01020.1	#b79c44	Marssonina coronariae
XP_049800214.1	#60b9d8	Schistocerca nitens
KAF2998496.1	#134f2c	Curvularia kusanoi
XP_031702684.1	#b154ff	Anarrhichthys ocellatus
PGH13991.1	#4fa673	Polytolypa hystricis
ROV93607.1	#365054	Valsa malicola
KAI0895499.1	#85eb53	Annulohypoxylon nitens
BBH51418.1	#99bc01	Nipponaphis monzeni
KAH8770749.1	#3dac1c	Diaporthaceae sp. PMI_573
KAH7007646.1	#a43613	Ilyonectria destructans
CAG2186431.1	#2cc257	Mytilus edulis
OWY48411.1	#71bfaa	Alternaria alternata
OTB04667.1	#18d7fe	Hypoxylon sp. CI-4A
KAI1324256.1	#b78efe	Xylariaceae sp. FL0255
CAA2628011.1	#359428	Spirodela intermedia
WP_151773273.1	#670b92	Streptomyces abyssomicinicus
KAI5785407.1	#fee3d2	Pyronema domesticum
WP_250763094.1	#ebdeb8	Streptomyces sp. MSC1_001
KXN70488.1	#2fd49b	Conidiobolus coronatus
KAH0588313.1	#c364da	Termitomyces sp. 'cryptogamus'
KAF8802282.1	#63eb35	Cortinarius glaucopus
XP_022338110.1	#2b314d	Crassostrea virginica
KAH6874068.1	#e4c447	Thelonectria olida
KAI1866490.1	#c1ab78	Wardomyces moseri
KAB7497344.1	#5a6f7a	Armadillidium nasatum
PMD30163.1	#345e05	Hyaloscypha variabilis
KAF2734090.1	#baa9ae	Polyplosphaeria fusca
QLG20183.1	#24e257	Solanum melongena
KAF4399241.1	#5505d4	Cannabis sativa
XP_032976339.1	#c27642	Rhinolophus ferrumequinum
XP_030385805.1	#f47831	Scaptodrosophila lebanonensis
KAH7396944.1	#2be37e	Phaeosphaeria sp. MPI-PUGE-AT-0046c
PBP16155.1	#8ed1fb	Diplocarpon rosae
EQB47929.1	#ac8821	Colletotrichum gloeosporioides
KAF4613661.1	#c1ccde	Agrocybe pediades
KAF9560844.1	#c1ccde	Agrocybe pediades
XP_026619984.1	#2290b8	Aspergillus welwitschiae
XP_044208001.1	#a30a43	Thunnus albacares
XP_035345699.1	#c5b561	Talaromyces rugulosus
XP_046015109.1	#40e548	Microdochium trichocladiopsis
OQU87622.1	#5b1ccd	Sorghum bicolor
KAF5311053.1	#a34162	Psilocybe cf. subviscida
TEY59800.1	#ebedf6	Botryotinia calthae
WP_233842899.1	#594c5d	Dyella sp. 2HG41-7
XP_011205594.3	#bd8ab6	Bactrocera dorsalis
XP_026283192.1	#c668a4	Frankliniella occidentalis
PVH98065.1	#dea7f6	Periconia macrospinosa
KAH8596226.1	#7a544b	Bisporella sp. PMI_857
KAI5856888.1	#f8513b	Tricharina praecox
XP_003068052.1	#52c069	Coccidioides posadasii
RWR88445.1	#2eee1a	Cinnamomum micranthum
XP_010686564.2	#2c4423	Beta vulgaris
WP_119924870.1	#35f3e0	Bailinhaonella thermotolerans
WP_189107202.1	#fae998	Streptomyces camponoticapitis
ODM97648.1	#c58a90	Orchesella cincta
GER29123.1	#373849	Striga asiatica
OVA07050.1	#02c72b	Macleaya cordata
KAH9243521.1	#ac8821	Colletotrichum gloeosporioides
KXH43056.1	#686892	Colletotrichum simmondsii
CAB0036379.1	#766c47	Trichogramma brassicae
XP_012756174.1	#4c5b63	Acytostelium subglobosum
VDM97281.1	#b8aec7	Thelazia callipaeda
P83180.1	#9c06b2	Astacus leptodactylus
XP_045948212.1	#36849d	Aspergillus melleus
XP_033460357.1	#42568a	Dissoconium aciculare
XP_007294610.1	#c87a00	Drepanopeziza brunnea
KXX76190.1	#342ec7	Madurella mycetomatis
KAI3844468.1	#9c4842	Papaver bracteatum
KFA72651.1	#07e010	Stachybotrys chartarum
KXT05546.1	#cfb99a	Pseudocercospora eumusae
XP_045194548.1	#12b847	Mercenaria mercenaria
XP_034256439.1	#0ddd02	Thrips palmi
KAG8042145.1	#3bad4a	Cotesia typhae
CAX63173.1	#48d4cd	Campodea sp. CP-2009
XP_026444032.1	#079298	Papaver somniferum
XP_047963505.1	#04d11d	Salvia hispanica
QLF98509.1	#29e1f1	Paraperla frontalis
TMH30474.1	#b973ae	Betaproteobacteria bacterium
WP_226734661.1	#cf699c	Streptomyces bambusae
OSS44021.1	#82d663	Epicoccum nigrum
XP_033575546.1	#c6c5d7	Mytilinidion resinicola
KAF5559124.1	#5b79e9	Fusarium phyllophilum
AQM36766.1	#064923	Ostrinia furnacalis
EPT04641.1	#1119dd	Fomitopsis pinicola
POS76463.1	#357e17	Diaporthe helianthi
KAF2262185.1	#89c44c	Didymosphaeria enalia
AAX62654.1	#eff3c4	Romalea microptera
KAH7697070.1	#470fbd	Aphelenchus avenae
KIM73147.1	#68c19f	Piloderma croceum
NXU61870.1	#ee7f9d	Horornis vulcanius
KAF8737925.1	#2aa983	Amanita brunnescens
KAI0559622.1	#2cc979	Gracilaria domingensis
XP_047759615.1	#5adc33	Fulvia fulva
XP_021896784.1	#ab64c7	Carica papaya
C0HLU8.1	#e3e486	Scylla serrata
PVH98849.1	#dea7f6	Periconia macrospinosa
WP_135332516.1	#b0c626	Streptomyces sp. MZ04
XP_030040408.1	#82504b	Manduca sexta
KAF6834753.1	#d25608	Colletotrichum musicola
KAF8411179.1	#1ff008	Tetracentron sinense
CAE6509048.1	#5191aa	Rhizoctonia solani
KAG5446713.1	#ac8e4e	Clonorchis sinensis
KAF7531836.1	#2b5766	Neopestalotiopsis clavispora
PGH15885.1	#4fa673	Polytolypa hystricis
VDP13988.1	#5b10c7	Soboliphyme baturini
PSN36663.1	#8dfb57	Blattella germanica
MCO5586310.1	#bcd5f7	Adiantum nelumboides
KAB5534544.1	#99c2c6	Salix brachista
BAE47566.1	#837036	Cynops pyrrhogaster
P83040.1	#332f1d	Rapana venosa
KAF6836526.1	#d25608	Colletotrichum musicola
XP_007839186.1	#105cda	Pestalotiopsis fici
CAA2987527.1	#0271ee	Olea europaea
XP_035896530.1	#4383dc	Anopheles stephensi
XP_019425833.1	#382df2	Lupinus angustifolius
BBV24620.1	#72866a	Grifola frondosa
KAE9452603.1	#fae2cf	Rhododendron williamsianum
XP_013305102.1	#2e8328	Necator americanus
TKR65452.1	#a0f0fd	Steinernema carpocapsae
KAH7354493.1	#296b75	Plectosphaerella cucumerina
KAF4362096.1	#5505d4	Cannabis sativa
XP_015700402.1	#84d068	Paracoccidioides lutzii
KAB8291533.1	#35c787	Monilinia laxa
KAG8539267.1	#60039b	Engystomops pustulosus
TVY64353.1	#6c0a1c	Lachnellula suecica
CAG7837626.1	#9e1760	Allacma fusca
KAF8148054.1	#1e027e	Crassisporium funariophilum
GJM93001.1	#0d35ac	Eleusine coracana
KAE9556377.1	#918b6f	Halicephalobus sp. NKZ332
XP_013382611.1	#771cff	Lingula anatina
XP_011494603.1	#a6607d	Ceratosolen solmsi
XP_043262252.1	#c4ba93	Colletes gigas
XP_038798177.1	#e42b9e	Ascochyta rabiei
CAG7836276.1	#9e1760	Allacma fusca
KAH8946526.1	#a0377d	Sphagnum fallax
EPS41920.1	#ae7320	Dactylellina haptotyla
KAH7561700.1	#e6ad84	Bipolaris maydis
KAF2731269.1	#baa9ae	Polyplosphaeria fusca
WP_201226293.1	#37508a	Pseudomonas sp. TH43
MBZ5537640.1	#13311e	Acidobacteriia bacterium
RKP19196.1	#b39d02	Rozella allomycis
KAG6392108.1	#b27298	Salvia splendens
XP_030488049.1	#5505d4	Cannabis sativa
KAI1338254.1	#0a2b88	Xylariaceae sp. FL0016
KAH8907382.1	#7d4e7f	Coniochaeta sp. PMI_546
RRT56054.1	#00a566	Ensete ventricosum
KAF4525334.1	#7f2377	Ephemera danica
XP_037784373.1	#b874ec	Penaeus monodon
EXB55812.1	#0048c1	Morus notabilis
XP_037922217.1	#56b13c	Hermetia illucens
CAM84198.1	#04b743	Perla marginata
KAF8698315.1	#5191aa	Rhizoctonia solani
XP_012286306.1	#aec8f1	Orussus abietinus
GFP78722.1	#d3fcfa	Phtheirospermum japonicum
KAH8724082.1	#43f0bb	Phaeosphaeriaceae sp. PMI808
QCC26457.1	#abc98f	Folsomia candida
AVI16673.1	#f4ec92	Pteria penguin
KAF7558368.1	#dd5675	Stylonectria norvegica
GBP31837.1	#5a02c7	Eumeta japonica
PVU89457.1	#6954a8	Smittium simulii
KAF7741661.1	#56cb3e	Entomophthora muscae
AWK27994.2	#e84a7f	Coeloplana astericola
OQE28327.1	#d66a64	Penicillium steckii
KAH7313728.1	#a6a09d	Stachybotrys elegans
ADT91166.1	#361fd9	Spirula spirula
XP_018003578.1	#7b24d8	Phialophora attinorum
KMZ75172.1	#1acf0f	Zostera marina
PON96102.1	#e1be93	Trema orientale
KAF2742404.1	#44da67	Sporormia fimetaria
OOQ91564.1	#d3d87a	Penicillium brasilianum
KAI4223670.1	#e398ca	Xanthomendoza cf. fulva
RIV50965.1	#9f2576	Muricauda taeanensis
XP_022339402.1	#2b314d	Crassostrea virginica
XP_033213215.1	#22e9c9	Belonocnema kinseyi
XP_007269575.1	#5a9ddb	Fomitiporia mediterranea
RYP74206.1	#c85bfa	Monosporascus sp. 5C6A
KAF2873321.1	#5b398e	Massariosphaeria phaeospora
KAG0558788.1	#9f3cec	Ceratodon purpureus
XP_037179134.1	#2231d8	Colletotrichum aenigma
OJJ69427.1	#695e7d	Aspergillus brasiliensis
QRV76929.1	#490b49	Ceratobasidium sp. AG-Ba
CAD7194818.1	#ef851b	Timema douglasi
KAF4527981.1	#7f2377	Ephemera danica
QCD76723.1	#bfe36c	Vigna unguiculata
KZL81976.1	#3911ae	Colletotrichum incanum
KKY32397.1	#a354c3	Diaporthe ampelina
CAG8756772.1	#7fb1ab	Gigaspora margarita
PCH35881.1	#d20ad1	Wolfiporia cocos
KAH7135814.1	#a51f3d	Dendryphion nanum
MBT2648406.1	#0c1d3c	Bacillus sp. ISL-34
KAF2197864.1	#50e688	Delitschia confertaspora
KAF1999790.1	#3c4149	Amniculicola lignicola
KAH8681383.1	#e9864b	Xylariales sp. PMI_506
KAI5841724.1	#f8513b	Tricharina praecox
TLD18399.1	#ce051f	Pyricularia sp. CBS 133598
CAE6476118.1	#5191aa	Rhizoctonia solani
XP_045134524.1	#e03c53	Portunus trituberculatus
CAH0051277.1	#afe815	Clonostachys solani
EPB70194.1	#db9b1f	Ancylostoma ceylanicum
PQQ02252.1	#49247d	Prunus yedoensis
RKF56419.1	#f1023d	Oidium neolycopersici
BBO36751.1	#858767	Panulirus japonicus
XP_019618269.1	#7a4d3b	Branchiostoma belcheri
XP_010757924.1	#723379	Paracoccidioides brasiliensis
XP_043461920.1	#93c151	Leptopilina heterotoma
XP_007745485.1	#bbd961	Cladophialophora psammophila
